"pkg" "type" "Exp" "N" "X" "Sd_eff" "Sd_res" "PropSigM" "NbPaths" "NbSigPaths" "AvgRSq" "PropCond" "PropSigPaths"
"pcsem" "complex" 1093 20 10 5 2 0.94 3000 1251 0.855206983078878 0.0514698716730989 0.417
"pcsem" "complex" 1097 40 10 5 2 0.94 3000 1438 0.855189793979782 0.0514643124729476 0.479333333333333
"pcsem" "complex" 1101 60 10 5 2 0.93 3000 1517 0.851901271904567 0.0487439129311185 0.505666666666667
"pcsem" "complex" 1105 80 10 5 2 0.95 3000 1559 0.858962567144039 0.0465535838404428 0.519666666666667
"pcsem" "complex" 1109 100 10 5 2 0.96 3000 1625 0.855446925697434 0.0474370078030732 0.541666666666667
"pcsem" "simple" 5 20 5 1 0.5 0.23 700 460 0.833374057170207 0.439166666666667 0.657142857142857
"pcsem" "simple" 10 40 5 1 0.5 0.21 700 494 0.78025990856727 0.478333333333333 0.705714285714286
"pcsem" "simple" 15 60 5 1 0.5 0.14 700 540 0.777965282363286 0.556666666666667 0.771428571428571
"pcsem" "simple" 20 80 5 1 0.5 0.14 700 546 0.789805933645934 0.551666666666667 0.78
"pcsem" "simple" 25 100 5 1 0.5 0.1 700 559 0.790788163451896 0.646666666666667 0.798571428571429
"pcsem" "simple" 30 20 7 1 0.5 0.14 1400 759 0.81816872729764 0.358665584415584 0.542142857142857
"pcsem" "simple" 35 40 7 1 0.5 0.08 1400 903 0.828305861705316 0.44800468975469 0.645
"pcsem" "simple" 40 60 7 1 0.5 0.07 1400 964 0.873717375441744 0.473329365079365 0.688571428571429
"pcsem" "simple" 45 80 7 1 0.5 0.05 1400 997 0.831102770781993 0.543963924963925 0.712142857142857
"pcsem" "simple" 50 100 7 1 0.5 0.03 1400 1032 0.83648802930436 0.555907647907648 0.737142857142857
"pcsem" "simple" 55 20 10 1 0.5 0.09 3000 1382 0.87293159962705 0.279355301409528 0.460666666666667
"pcsem" "simple" 60 40 10 1 0.5 0.03 3000 1675 0.878309960900366 0.376184396597554 0.558333333333333
"pcsem" "simple" 65 60 10 1 0.5 0.02 3000 1836 0.873793254127569 0.442806204415751 0.612
"pcsem" "simple" 70 80 10 1 0.5 0.01 3000 1927 0.878725423732514 0.461280108788185 0.642333333333333
"pcsem" "simple" 75 100 10 1 0.5 0 3000 1945 0.875422310372522 0.483956489285033 0.648333333333333
"pcsem" "simple" 154 20 5 2.5 0.5 0.27 700 469 0.944577626573935 0.4375 0.67
"pcsem" "simple" 158 40 5 2.5 0.5 0.25 700 530 0.950304139095459 0.504166666666667 0.757142857142857
"pcsem" "simple" 162 60 5 2.5 0.5 0.13 700 544 0.95487144723365 0.6125 0.777142857142857
"pcsem" "simple" 166 80 5 2.5 0.5 0.14 700 558 0.942915339233703 0.6 0.797142857142857
"pcsem" "simple" 170 100 5 2.5 0.5 0.1 700 560 0.931065717905133 0.63 0.8
"pcsem" "simple" 174 20 7 2.5 0.5 0.21 1400 807 0.958143701850342 0.377963564213564 0.576428571428571
"pcsem" "simple" 178 40 7 2.5 0.5 0.11 1400 942 0.948846239552303 0.457628787878788 0.672857142857143
"pcsem" "simple" 182 60 7 2.5 0.5 0.05 1400 982 0.948867754529996 0.520354617604618 0.701428571428571
"pcsem" "simple" 186 80 7 2.5 0.5 0.02 1400 1037 0.944703691287545 0.513205627705628 0.740714285714286
"pcsem" "simple" 190 100 7 2.5 0.5 0.04 1400 1072 0.92685018283826 0.532839826839827 0.765714285714286
"pcsem" "simple" 194 20 10 2.5 0.5 0.08 3000 1423 0.941381812263791 0.329186137908994 0.474333333333333
"pcsem" "simple" 198 40 10 2.5 0.5 0.01 3000 1698 0.950149506440401 0.371720387061974 0.566
"pcsem" "simple" 202 60 10 2.5 0.5 0 3000 1890 0.960270848881113 0.4263869437763 0.63
"pcsem" "simple" 206 80 10 2.5 0.5 0.01 3000 1926 0.953975806982725 0.441742172945733 0.642
"pcsem" "simple" 210 100 10 2.5 0.5 0 3000 2069 0.948925660102084 0.513743780096304 0.689666666666667
"pcsem" "simple" 274 20 5 5 0.5 0.23 700 498 0.982231787348835 0.4675 0.711428571428571
"pcsem" "simple" 278 40 5 5 0.5 0.12 700 519 0.982118317702712 0.5825 0.741428571428571
"pcsem" "simple" 282 60 5 5 0.5 0.14 700 536 0.989066097813617 0.538333333333333 0.765714285714286
"pcsem" "simple" 286 80 5 5 0.5 0.16 700 550 0.979849583498122 0.571666666666667 0.785714285714286
"pcsem" "simple" 290 100 5 5 0.5 0.14 700 554 0.975031927127518 0.571666666666667 0.791428571428571
"pcsem" "simple" 294 20 7 5 0.5 0.17 1400 876 0.974769575199894 0.416221500721501 0.625714285714286
"pcsem" "simple" 298 40 7 5 0.5 0.1 1400 912 0.983839248189384 0.445662337662338 0.651428571428571
"pcsem" "simple" 302 60 7 5 0.5 0.07 1400 973 0.980923676335727 0.531160533910534 0.695
"pcsem" "simple" 306 80 7 5 0.5 0.04 1400 1075 0.979795119679474 0.553390692640693 0.767857142857143
"pcsem" "simple" 310 100 7 5 0.5 0.04 1400 1069 0.977244689726915 0.559435786435786 0.763571428571429
"pcsem" "simple" 314 20 10 5 0.5 0.07 3000 1528 0.98368761016198 0.328534485514934 0.509333333333333
"pcsem" "simple" 318 40 10 5 0.5 0 3000 1737 0.982605341150366 0.388784855566354 0.579
"pcsem" "simple" 322 60 10 5 0.5 0.02 3000 1865 0.984182790944718 0.434862846193829 0.621666666666667
"pcsem" "simple" 326 80 10 5 0.5 0.01 3000 1951 0.985372821653419 0.480803573655223 0.650333333333333
"pcsem" "simple" 330 100 10 5 0.5 0.02 3000 1984 0.985287498142777 0.48857497064887 0.661333333333333
"pcsem" "simple" 395 20 5 1 1 0.31 700 378 0.629893985093588 0.428333333333333 0.54
"pcsem" "simple" 400 40 5 1 1 0.22 700 451 0.600342189086398 0.46 0.644285714285714
"pcsem" "simple" 405 60 5 1 1 0.15 700 485 0.63243533506164 0.55 0.692857142857143
"pcsem" "simple" 410 80 5 1 1 0.24 700 526 0.649722715364644 0.4725 0.751428571428571
"pcsem" "simple" 415 100 5 1 1 0.12 700 522 0.626854637084268 0.614166666666667 0.745714285714286
"pcsem" "simple" 420 20 7 1 1 0.17 1400 714 0.689582804603747 0.359101370851371 0.51
"pcsem" "simple" 425 40 7 1 1 0.08 1400 832 0.707164123313624 0.426195165945166 0.594285714285714
"pcsem" "simple" 430 60 7 1 1 0.03 1400 901 0.683350343552038 0.502046176046176 0.643571428571429
"pcsem" "simple" 435 80 7 1 1 0.08 1400 950 0.709481730939189 0.488376623376623 0.678571428571429
"pcsem" "simple" 440 100 7 1 1 0.02 1400 988 0.716245826968332 0.507208874458874 0.705714285714286
"pcsem" "simple" 445 20 10 1 1 0.09 3000 1233 0.758051947044211 0.293202955922945 0.411
"pcsem" "simple" 450 40 10 1 1 0.03 3000 1568 0.75724519458313 0.369067160291063 0.522666666666667
"pcsem" "simple" 455 60 10 1 1 0.01 3000 1723 0.763663242288139 0.398880786674177 0.574333333333333
"pcsem" "simple" 460 80 10 1 1 0.02 3000 1813 0.789493905161375 0.430187041739239 0.604333333333333
"pcsem" "simple" 465 100 10 1 1 0.01 3000 1907 0.766820890805395 0.454778618614078 0.635666666666667
"pcsem" "simple" 544 20 5 2.5 1 0.26 700 466 0.828209228394273 0.4375 0.665714285714286
"pcsem" "simple" 548 40 5 2.5 1 0.22 700 513 0.826990022317806 0.516666666666667 0.732857142857143
"pcsem" "simple" 552 60 5 2.5 1 0.19 700 550 0.852667668624941 0.548333333333333 0.785714285714286
"pcsem" "simple" 556 80 5 2.5 1 0.15 700 542 0.858867066047169 0.579166666666667 0.774285714285714
"pcsem" "simple" 560 100 5 2.5 1 0.11 700 566 0.846490445222229 0.624166666666667 0.808571428571429
"pcsem" "simple" 564 20 7 2.5 1 0.13 1400 808 0.863270108386503 0.400330086580087 0.577142857142857
"pcsem" "simple" 568 40 7 2.5 1 0.08 1400 902 0.878868725690391 0.458625541125541 0.644285714285714
"pcsem" "simple" 572 60 7 2.5 1 0.03 1400 963 0.858076405901961 0.52930772005772 0.687857142857143
"pcsem" "simple" 576 80 7 2.5 1 0.06 1400 1027 0.887804649430432 0.535208513708514 0.733571428571429
"pcsem" "simple" 580 100 7 2.5 1 0.02 1400 1023 0.86786551590388 0.573458513708514 0.730714285714286
"pcsem" "simple" 584 20 10 2.5 1 0.1 3000 1346 0.895978404542112 0.31345506599561 0.448666666666667
"pcsem" "simple" 588 40 10 2.5 1 0.04 3000 1627 0.88746450916751 0.391842592429108 0.542333333333333
"pcsem" "simple" 592 60 10 2.5 1 0 3000 1818 0.892322691132864 0.443435465488232 0.606
"pcsem" "simple" 596 80 10 2.5 1 0.01 3000 1940 0.907037419032402 0.441419245776807 0.646666666666667
"pcsem" "simple" 600 100 10 2.5 1 0.02 3000 1995 0.901205628460553 0.459260316507799 0.665
"pcsem" "simple" 664 20 5 5 1 0.24 700 499 0.904825017124668 0.5225 0.712857142857143
"pcsem" "simple" 668 40 5 5 1 0.23 700 510 0.946109999972216 0.528333333333333 0.728571428571429
"pcsem" "simple" 672 60 5 5 1 0.15 700 539 0.95290996673262 0.616666666666667 0.77
"pcsem" "simple" 676 80 5 5 1 0.12 700 565 0.928887639846998 0.609166666666667 0.807142857142857
"pcsem" "simple" 680 100 5 5 1 0.15 700 577 0.932163085456246 0.583333333333333 0.824285714285714
"pcsem" "simple" 684 20 7 5 1 0.12 1400 794 0.931535833815107 0.422930735930736 0.567142857142857
"pcsem" "simple" 688 40 7 5 1 0.07 1400 922 0.96225205571285 0.456544011544012 0.658571428571429
"pcsem" "simple" 692 60 7 5 1 0.05 1400 1006 0.929208093278506 0.478565656565657 0.718571428571429
"pcsem" "simple" 696 80 7 5 1 0.03 1400 1023 0.937416880367643 0.506757575757576 0.730714285714286
"pcsem" "simple" 700 100 7 5 1 0.04 1400 1066 0.942450358205251 0.532570707070707 0.761428571428571
"pcsem" "simple" 704 20 10 5 1 0.08 3000 1423 0.957383904795775 0.332035802531973 0.474333333333333
"pcsem" "simple" 708 40 10 5 1 0.02 3000 1739 0.959349852073772 0.36971565897945 0.579666666666667
"pcsem" "simple" 712 60 10 5 1 0.01 3000 1862 0.953954275068676 0.424602714543958 0.620666666666667
"pcsem" "simple" 716 80 10 5 1 0 3000 1973 0.952676777507617 0.466149213998985 0.657666666666667
"pcsem" "simple" 720 100 10 5 1 0.01 3000 1986 0.957728962510915 0.475544318966058 0.662
"pcsem" "simple" 785 20 5 1 2 0.41 700 327 0.468681324657603 0.325833333333333 0.467142857142857
"pcsem" "simple" 790 40 5 1 2 0.36 700 409 0.464683416425986 0.353333333333333 0.584285714285714
"pcsem" "simple" 795 60 5 1 2 0.23 700 450 0.498487172759578 0.499166666666667 0.642857142857143
"pcsem" "simple" 800 80 5 1 2 0.19 700 457 0.484745986932944 0.510833333333333 0.652857142857143
"pcsem" "simple" 805 100 5 1 2 0.18 700 485 0.459446638809616 0.545 0.692857142857143
"pcsem" "simple" 810 20 7 1 2 0.24 1400 585 0.541143226594824 0.27621176046176 0.417857142857143
"pcsem" "simple" 815 40 7 1 2 0.09 1400 699 0.528046788981222 0.379751803751804 0.499285714285714
"pcsem" "simple" 820 60 7 1 2 0.12 1400 821 0.553969145328608 0.438205988455988 0.586428571428571
"pcsem" "simple" 825 80 7 1 2 0.1 1400 846 0.530865104923537 0.420395382395382 0.604285714285714
"pcsem" "simple" 830 100 7 1 2 0.05 1400 896 0.521886182159813 0.486402597402597 0.64
"pcsem" "simple" 835 20 10 1 2 0.13 3000 1066 0.637572567452497 0.228260607056081 0.355333333333333
"pcsem" "simple" 840 40 10 1 2 0.07 3000 1414 0.656028526940255 0.314029288299183 0.471333333333333
"pcsem" "simple" 845 60 10 1 2 0.02 3000 1570 0.639048031942453 0.370385406130416 0.523333333333333
"pcsem" "simple" 850 80 10 1 2 0.02 3000 1665 0.646106978706703 0.386688403460763 0.555
"pcsem" "simple" 855 100 10 1 2 0.02 3000 1759 0.644599228174092 0.408258809231181 0.586333333333333
"pcsem" "simple" 934 20 5 2.5 2 0.39 700 428 0.709444986502906 0.3725 0.611428571428571
"pcsem" "simple" 938 40 5 2.5 2 0.17 700 488 0.714338902876588 0.5325 0.697142857142857
"pcsem" "simple" 942 60 5 2.5 2 0.16 700 500 0.692212931692383 0.573333333333333 0.714285714285714
"pcsem" "simple" 946 80 5 2.5 2 0.18 700 540 0.682887496988021 0.600833333333333 0.771428571428571
"pcsem" "simple" 950 100 5 2.5 2 0.15 700 527 0.693508621935554 0.533333333333333 0.752857142857143
"pcsem" "simple" 954 20 7 2.5 2 0.16 1400 750 0.726931192295777 0.404356421356421 0.535714285714286
"pcsem" "simple" 958 40 7 2.5 2 0.08 1400 905 0.750967396606564 0.420536796536797 0.646428571428571
"pcsem" "simple" 962 60 7 2.5 2 0.11 1400 912 0.755190432898456 0.431370490620491 0.651428571428571
"pcsem" "simple" 966 80 7 2.5 2 0.05 1400 959 0.764442038557926 0.542147907647908 0.685
"pcsem" "simple" 970 100 7 2.5 2 0.03 1400 1039 0.797461669077738 0.525104978354978 0.742142857142857
"pcsem" "simple" 974 20 10 2.5 2 0.11 3000 1341 0.806716989530732 0.272357985708672 0.447
"pcsem" "simple" 978 40 10 2.5 2 0.04 3000 1570 0.807262939171282 0.375082200840868 0.523333333333333
"pcsem" "simple" 982 60 10 2.5 2 0.05 3000 1745 0.809934262277053 0.403752085246183 0.581666666666667
"pcsem" "simple" 986 80 10 2.5 2 0.04 3000 1807 0.810953004000612 0.437027888963536 0.602333333333333
"pcsem" "simple" 990 100 10 2.5 2 0 3000 1966 0.802262738681186 0.443976935452188 0.655333333333333
"pcsem" "simple" 1054 20 5 5 2 0.3 700 496 0.858586904465528 0.4575 0.708571428571429
"pcsem" "simple" 1058 40 5 5 2 0.18 700 532 0.82526129785162 0.515833333333333 0.76
"pcsem" "simple" 1062 60 5 5 2 0.18 700 547 0.831400427556466 0.5775 0.781428571428571
"pcsem" "simple" 1066 80 5 5 2 0.16 700 548 0.851686393414357 0.580833333333333 0.782857142857143
"pcsem" "simple" 1070 100 5 5 2 0.15 700 578 0.846482987511755 0.5625 0.825714285714286
"pcsem" "simple" 1074 20 7 5 2 0.21 1400 759 0.855473881709816 0.378883477633478 0.542142857142857
"pcsem" "simple" 1078 40 7 5 2 0.07 1400 951 0.84686493528708 0.454048701298701 0.679285714285714
"pcsem" "simple" 1082 60 7 5 2 0.08 1400 979 0.860534713787289 0.502252164502164 0.699285714285714
"pcsem" "simple" 1086 80 7 5 2 0.04 1400 1015 0.860024205032859 0.51930303030303 0.725
"pcsem" "simple" 1090 100 7 5 2 0.07 1400 1041 0.840927197299798 0.512091630591631 0.743571428571429
"pcsem" "simple" 1094 20 10 5 2 0.09 3000 1386 0.900224995660774 0.304201186503166 0.462
"pcsem" "simple" 1098 40 10 5 2 0.02 3000 1693 0.889128183811976 0.430922151893514 0.564333333333333
"pcsem" "simple" 1102 60 10 5 2 0.01 3000 1837 0.899399501870398 0.449584884899429 0.612333333333333
"pcsem" "simple" 1106 80 10 5 2 0.01 3000 1949 0.882384349815707 0.454430965852422 0.649666666666667
"pcsem" "simple" 1110 100 10 5 2 0.01 3000 1975 0.894427747642949 0.481122432829954 0.658333333333333
